"1","опять пидоры хохлы ебальники на русскрговорящих украинцев раскрывают!! Тупые свиньи даже не знают что во Франции не только английские , но и немецкие школы на госбюджете!! и не боятся сцуки, что заебет этот хохлячий шовинизм и пизды получат по полной программе, без всякого русского мира и русской весны! просто чисто по - семейному!!","https://vk.com/wall121243487_7204","Разжигание межнациональной розни","2018-01-10 16:57:15","2018-01-10 16:57:15"
"2","Хохлы епт критику
-------------
СЛАВА УКРАИНЕ,  ЕБАНАТ! 
Тебя не учили правила читать перед тем, как фотку  скидывать?  
За что мне тут пояснять? За твою паль?
В следующий  раз будешь обращаться ко мне на "" Мать"". 
Ты какой-то умственно отсталый. Все знают, что за такие фотки  критики не накидаешь,  долбоеб.
Зато ты попытался подобрать ""фон"". Вот что это за хуета?  
Вижу,  что у тебя уже снег, хорошо, что он не желтый.  СОВЕТ ДЛЯ ТЕБЯ: не кушай желтый снег, а то ты и так тупой. 
Курточка твоя мне совсем не нравится.  Ты в ней, как бомж.  После бати  донашиваешь?  Похвально,  я оценила.
Ты даже попытался отредактировать  эту фотку. Ну молодец,  что ещё  сказать.
В итоге ты получил 0,001 из 10 за свою уебищность. В следующий раз приходи с нормальными фотками, где видно ебало, долбоеб. А пока иди нахуй. 
Пояснила #Хохолка (Стажёр).","https://vk.com/wall-128904030_73632","Разжигание межнациональной розни","2018-01-10 16:58:22","2018-01-10 16:58:22"
"3","США пытается догнать Россию, анти путинисты нервничают
Рейтинг: 3⃣9⃣

Суть: В США испытали конкурента российского ракетного двигателя РД-180, покупаемого у России. Пока Анти-путинисты, либерашки и навальнята пищат, что российская космическая программа - ватное дно и шутят про освящение ракет, молясь на американцев и шветогоо маска, эти самые американцы и маск покупают у Российской Федерации ракетные двигатели, и лишь только пытаются добиться независимости от России, конструируя свой аналог нашего Народного двигателя. Теперь интересно, какое врёти будут визжать хохлы, которые своего так ничего и не изобрели и у которых ни то что ракетных двигателей, поездов то своих не появилось. Где теперь будут критики Роскосмоса и Владимира Владимировича Путина? ссылка: https://news.mail.ru/politics/32183685/?frommail=10

➡Источник: https://2ch.hk/news/res/2085876.html","https://vk.com/wall-145443148_6296","Разжигание межнациональной розни","2018-01-10 16:58:50","2018-01-10 16:58:50"
"4","опять пидоры хохлы ебальники на русскрговорящих украинцев раскрывают!! Тупые свиньи даже не знают что во Франции не только английские , но и немецкие школы на госбюджете!! и не боятся сцуки, что заебет этот хохлячий шовинизм и пизды получат по полной программе, без всякого русского мира и русской весны! просто чисто по - семейному!!","https://vk.com/wall121243487_7204","Разжигание межнациональной розни","2018-01-10 16:58:52","2018-01-10 16:58:52"
"5","МЕТОД ОГРЫЗКО-КЛИМКИНА 
Главы МИД Украины знают, как завоевывать друзей 
 
На днях Владимир Огрызко, один из самых стойких борцов за единство нации, объяснил польской газете Rzeczpospolita, как Запад должен себя вести по отношению к России. 
 
— Если бы Евросоюз и США прекратили торговать с Россией, Кремль быстро бы узнал свое место. К сожалению, у Запада нет такой политической воли. 
 
http://www.rp.pl/Konflikt-na-Ukrainie/180109709-Ukraina-grozi-firmom-z-Zachodu.html 
 
Украина идет в авангарде этой торговой войны, пытаясь увлечь за собой союзников. Можно сказать, она принесла себя в жертву, на собственном примере показывая, как именно нужно изолировать страну-обидчицу: сначала последовательно, один за другим, отрубить себе пальцы на ногах, потом отрубить левую толчковую ногу, потом правую. Все, нет экономических связей! 
 
Правда, есть еще две руки и голова. Но это позже, если понадобятся дополнительные аргументы. Хотя иногда кажется, что началось все как раз с головы. 
 
Союзники, глядя на этот обрубок, явно теряют к нему интерес. Ну, чисто эстетически зрелище, согласитесь, не для слабонервных. Да еще и с ложечки приходится кормить эти остатки организма, все еще гордого и прожорливого. 
 
И поэтому в последнее время все интенсивнее восстанавливают сотрудничество с Кремлем. Что особенно больно ранит нэньку, даже, наверное, больнее, чем топор. Обещали бесплатно выдать полноценные золотые протезы, нафаршированные новейшей электроникой, а расщедрились только на дешевенькие деревянные костыли. 
 
Только зря ампутировали ноги, полученные при рождении — надеялись, что западные протезы будут лучше. Как у терминатора. Ну, насмотрелись фантастических боевиков, понять можно. Думали, документальное кино, так часто бывает. 
 
Так что обида Владимира Огрызко на западных партнеров вполне объяснима. Он мог бы сформулировать свою мысль грубо, но дипломатическая закваска не дает уронить высокую планку международного этикета. 
 
Надо сказать, не только бывший, но и ныне действующий министр иностранных дел Украины Павло Климкин нет-нет да и удивляет нас тонкой дипломатической игрой. Ну, как тонкой — скорее, толстой. Но украинцы радуются, как деревенские мужики из шукшинского рассказа «Срезал». Помните, конечно, как местный работник пилорамы заставил растеряться заезжих кандидатов наук своей демагогией. 
 
Павло Климкин — не демагог. Но и не дурак, как многие думают. Он просто часто говорит не то, не там и не тому, кому следует. Что в корне отличает его от дурака и демагога. Не спрашивайте чем, сам не знаю. 
 
Недавно приезжал к нему коллега из Германии, чтоб продемонстрировать России, как он поддерживает Украину. Даже собирался поехать в Донбасс, самим своим присутствием в зоне конфликта на территориях, подконтрольных ВСУ, показать, на чьей стороне Европа. 
 
Но вдруг Зигмар Габриэль завел речь о минских соглашениях, что, конечно, было верхом бестактности. На Украине принято считать, что минские соглашения остались в прошлом, а если кто-то о них вспоминает, того сразу записывают во враги молодой европейской нации и заносят на сайт «Миротворец». 
 
Видимо, Зигмар Габриэль не знал об этом изменении вектора и по простоте душевной помянул не к ночи будь помянутые соглашения. Прямо на пресс-конференции, где собрался весь цвет укрожурналистики. Вот тут Павло Климкин его и срезал. 
 
— И сейчас есть, конечно, компании, которые позволяют своим ритейлерам, таким как Volkswagen или Adidas, зачислять Крым к территории России. Мы их, безусловно, достанем, достанем не только политическими, но и юридическими методами, — пригрозил он немцам на совместной с немецким политиком пресс-конференции. 
 
https://rian.com.ua/economy/20180103/1031006484/Ukraine-Germany-Crimie-sankcii.html 
 
После чего Зигмар Габриэль стушевался, а выйдя из зала, тоскливо посмотрел в небо и вдруг заявил, что передумал ехать в Донбасс. Настроение не то, да и погода нелетная. После чего засобирался домой и улетел, несмотря на нелетную погоду. 
 
Говорят, по дороге в свой Берлин он с ужасом готовился к общению с крупным немецким бизнесом. Причем, выражений не выбирал. Ну, типа: не обращайте внимания, эти хохлы просто идиоты, молотят всякую ерунду, работайте, как работали, мы вас защитим. А секретарша-стенографистка старательно за ним записывала. Так что уже к моменту приземления в аэропорту он был готов держать удар. 
 
Правда, желание поддерживать Украину у него временно пропало. 
 
И что, думаете, нэнька расстроилась? Конечно, нет. Как советовал поэт, не стоит прогибаться под изменчивый мир, пусть лучше он прогнется под нас. Вот и Украина ждет, когда мир под нее прогнется — примет в НАТО и объявит войну России. Потом победит и отдаст весь трофей незалэжной державе — за терпение, преданность и поруганную честь. 
 
Что, мне кажется, стратегически не вполне оправданно. 
 
Хотя как мечта годится. И даже как свидомая национальная идея.","https://vk.com/wall204184228_2484","Разжигание межнациональной розни","2018-01-10 17:01:10","2018-01-10 17:01:10"
"6","МЕТОД ОГРЫЗКО-КЛИМКИНА 
Главы МИД Украины знают, как завоевывать друзей 
 
На днях Владимир Огрызко, один из самых стойких борцов за единство нации, объяснил польской газете Rzeczpospolita, как Запад должен себя вести по отношению к России. 
 
— Если бы Евросоюз и США прекратили торговать с Россией, Кремль быстро бы узнал свое место. К сожалению, у Запада нет такой политической воли. 
 
http://www.rp.pl/Konflikt-na-Ukrainie/180109709-Ukraina-grozi-firmom-z-Zachodu.html 
 
Украина идет в авангарде этой торговой войны, пытаясь увлечь за собой союзников. Можно сказать, она принесла себя в жертву, на собственном примере показывая, как именно нужно изолировать страну-обидчицу: сначала последовательно, один за другим, отрубить себе пальцы на ногах, потом отрубить левую толчковую ногу, потом правую. Все, нет экономических связей! 
 
Правда, есть еще две руки и голова. Но это позже, если понадобятся дополнительные аргументы. Хотя иногда кажется, что началось все как раз с головы. 
 
Союзники, глядя на этот обрубок, явно теряют к нему интерес. Ну, чисто эстетически зрелище, согласитесь, не для слабонервных. Да еще и с ложечки приходится кормить эти остатки организма, все еще гордого и прожорливого. 
 
И поэтому в последнее время все интенсивнее восстанавливают сотрудничество с Кремлем. Что особенно больно ранит нэньку, даже, наверное, больнее, чем топор. Обещали бесплатно выдать полноценные золотые протезы, нафаршированные новейшей электроникой, а расщедрились только на дешевенькие деревянные костыли. 
 
Только зря ампутировали ноги, полученные при рождении — надеялись, что западные протезы будут лучше. Как у терминатора. Ну, насмотрелись фантастических боевиков, понять можно. Думали, документальное кино, так часто бывает. 
 
Так что обида Владимира Огрызко на западных партнеров вполне объяснима. Он мог бы сформулировать свою мысль грубо, но дипломатическая закваска не дает уронить высокую планку международного этикета. 
 
Надо сказать, не только бывший, но и ныне действующий министр иностранных дел Украины Павло Климкин нет-нет да и удивляет нас тонкой дипломатической игрой. Ну, как тонкой — скорее, толстой. Но украинцы радуются, как деревенские мужики из шукшинского рассказа «Срезал». Помните, конечно, как местный работник пилорамы заставил растеряться заезжих кандидатов наук своей демагогией. 
 
Павло Климкин — не демагог. Но и не дурак, как многие думают. Он просто часто говорит не то, не там и не тому, кому следует. Что в корне отличает его от дурака и демагога. Не спрашивайте чем, сам не знаю. 
 
Недавно приезжал к нему коллега из Германии, чтоб продемонстрировать России, как он поддерживает Украину. Даже собирался поехать в Донбасс, самим своим присутствием в зоне конфликта на территориях, подконтрольных ВСУ, показать, на чьей стороне Европа. 
 
Но вдруг Зигмар Габриэль завел речь о минских соглашениях, что, конечно, было верхом бестактности. На Украине принято считать, что минские соглашения остались в прошлом, а если кто-то о них вспоминает, того сразу записывают во враги молодой европейской нации и заносят на сайт «Миротворец». 
 
Видимо, Зигмар Габриэль не знал об этом изменении вектора и по простоте душевной помянул не к ночи будь помянутые соглашения. Прямо на пресс-конференции, где собрался весь цвет укрожурналистики. Вот тут Павло Климкин его и срезал. 
 
— И сейчас есть, конечно, компании, которые позволяют своим ритейлерам, таким как Volkswagen или Adidas, зачислять Крым к территории России. Мы их, безусловно, достанем, достанем не только политическими, но и юридическими методами, — пригрозил он немцам на совместной с немецким политиком пресс-конференции. 
 
https://rian.com.ua/economy/20180103/1031006484/Ukraine-Germany-Crimie-sankcii.html 
 
После чего Зигмар Габриэль стушевался, а выйдя из зала, тоскливо посмотрел в небо и вдруг заявил, что передумал ехать в Донбасс. Настроение не то, да и погода нелетная. После чего засобирался домой и улетел, несмотря на нелетную погоду. 
 
Говорят, по дороге в свой Берлин он с ужасом готовился к общению с крупным немецким бизнесом. Причем, выражений не выбирал. Ну, типа: не обращайте внимания, эти хохлы просто идиоты, молотят всякую ерунду, работайте, как работали, мы вас защитим. А секретарша-стенографистка старательно за ним записывала. Так что уже к моменту приземления в аэропорту он был готов держать удар. 
 
Правда, желание поддерживать Украину у него временно пропало. 
 
И что, думаете, нэнька расстроилась? Конечно, нет. Как советовал поэт, не стоит прогибаться под изменчивый мир, пусть лучше он прогнется под нас. Вот и Украина ждет, когда мир под нее прогнется — примет в НАТО и объявит войну России. Потом победит и отдаст весь трофей незалэжной державе — за терпение, преданность и поруганную честь. 
 
Что, мне кажется, стратегически не вполне оправданно. 
 
Хотя как мечта годится. И даже как свидомая национальная идея.","https://vk.com/wall204184228_2484","Разжигание межнациональной розни","2018-01-10 17:01:10","2018-01-10 17:01:10"
"7","Очень его понимаю. Хохлы осточертели. Грязные и вонючие. Простииутки и альфонсы","https://vk.com/wall37106795_29302","Разжигание межнациональной розни","2018-01-10 17:01:22","2018-01-10 17:01:22"
"8","Очень его понимаю. Хохлы осточертели. Грязные и вонючие. Простииутки и альфонсы","https://vk.com/wall37106795_29302","Разжигание межнациональной розни","2018-01-10 17:01:22","2018-01-10 17:01:22"
"9","Хохлы СУКИ мы плохо Жили?","https://vk.com/wall307194930_887","Разжигание межнациональной розни","2018-01-10 17:01:55","2018-01-10 17:01:55"
"10","ПОНТАГОН И МИНИСТЕРСТВО ОБОРОНЫ США НЕ СПОСОБНЫ ОТЧИТАТЬСЯ ЗА ПОТРАЧЕННЫЕ СРЕДСТВА
#Чего_там_у_англосаксов_upolnomochen
#Позорище_upolnomochen

[ ✍🏻 Ремарка: Специальный инспектор США по восстановлению Афганистана ( Мать моя, демократия! По ВОССТАНОВЛЕНИЮ Афганистана, Каааарл !!! 🙃) заявил, что программа Министерства обороны потратила СОТНИ МИЛЛИОНОВ долларов на восстановление экономики Афганистана, но не может предоставить достоверных данных о том, куда ушли деньги. Вот ведь незадача какая ! 😏

Либерахи России! И после всего этого, вы ещё будете что-то говорить о распилах в нашей стране?! Умолкните навеки, малахольные !!! 😠 ]
----------------------------------------------------------------------------------------------------------------------------

Генеральный специальный инспектор США Джон Сопко 

( Кто? сопкО ?! Хохлы! Вы чего в США делаете? Вы же за безвиз с Гейропой скакали! 🤣 ) 

заявил о том, что Министерство обороны США, которое заявило о потраченных миллионах долларов на восстановление афганской экономики, не может отчитаться о деньгах, которые непонятным образом ушли не по целевому назначению.

Программа Министерства обороны США под названием Целевая группа для бизнеса и операций по поддержанию стабильности в Афганистане (TFBSO), потратила 675 (⚠) миллионов долларов на восстановление экономики Афганистана с 2011 по 2014 год.

«Однако, как оказалось, существует только несколько записей, демонстрирующих куда ушли деньги», говорится в докладе специального инспектора США.

«Министерство обороны США не может предоставить достоверные данные, показывающие, в какой степени проекты программы целевой группы создавали рабочие места, способствовали прямым иностранным инвестициям, увеличивали экспорт или доходы правительства Афганистана», — заявил специальный инспектор по восстановлению Афганистана.

Цель программы министерства обороны США заключалась в финансировании связанных с бизнесом проектов по сокращению масштабов насилия, призывая население государства, сосредоточится на экономической активности, а не на борьбе.

«Поскольку важные документы и данные о действиях целевой группы не были сохранены, мы не смогли в полной мере оценить, в какой степени, предоставленные 675 миллионов долларов, были потрачены эффективно», — говорится в докладе.

Материал размещён от лица информационно - патриотического сообщества [club57264056|""УПОЛНОМОЧЕН ЗАЯВИТЬ""] 
Не забудь подписаться ☝😉🇷🇺","https://vk.com/wall-57264056_292948","Разжигание межнациональной розни","2018-01-10 17:02:09","2018-01-10 17:02:09"
